Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_persist20_6y,roe_persist20_6y,roic_downside_6y,roe_downside_6y,roic_drawdown_6y,roe_drawdown_6y,years_roic_6y,years_roe_6y,roic_persist10_6y,roe_persist10_6y,net_debt_to_ebit,total_equity,net_margin,revenue_growth_3y,assets_to_equity
TTEK,"TETRA TECH, INC.",,Etats-Unis,NASDAQ,USD,13.73,0.55,13.38,18.50,4.14,13.23,0.14,5,6,0,4,1.08,4.51,13.52,36.93,6,6,6,6,1.36,1780164000.00,4.56,9.70,2.41
REYN,REYNOLDS CONSUMER PRODUCTS INC.,,Etats-Unis,NASDAQ,USD,13.70,0.75,9.15,15.42,1.69,8.97,0.54,0,6,0,1,0.95,1.95,29.71,39.06,6,6,1,6,2.89,2253000000.00,8.09,-0.47,2.19
IRON,DISC MEDICINE INC.,,Etats-Unis,NASDAQ,USD,-35.86,0.04,,-30.96,4.31,,,,2,,2,,31.93,,144.60,0,6,,2,,739826000.00,,,1.09
BETR,BETTER HOME & FINANCE HOLDING COMPANY ORDINARY SHARES - CLASS A,,Etats-Unis,NASDAQ,USD,1580.71,16.55,-24.25,1102.83,1560.14,-31.27,6.53,0,2,0,2,3.98,429.79,0.00,127.04,5,5,0,2,,37183000.00,-80.17,52.90,40.49
CEPO,CANTOR EQUITY PARTNERS I-A,,Etats-Unis,NASDAQ,USD,-6.88,0.00,,43.15,152.03,,,,1,,1,,48.64,,103.22,0,4,,1,,193731503.00,,,1.07
SPRY,ARS PHARMACEUTICALS INC,,Etats-Unis,NASDAQ,USD,-92.33,0.84,-92.55,-36.88,49.61,-44.79,45.53,0,1,0,1,39.81,49.85,0.00,203.36,6,6,0,1,,114258000.00,-203.25,5200.25,2.87
CYAB,CYABRA INC.,,Etats-Unis,NASDAQ,USD,59.06,-0.78,,71.40,17.45,,,,2,,2,,12.34,,29.47,0,2,,2,,-24771000.00,-224.62,37.35,
BZAI,BLAIZE HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,-654.37,0.08,-207.74,-197.11,396.95,-207.74,,0,2,0,2,,485.38,,541.16,1,4,0,2,,39000000.00,-535.58,216.52,2.62
CERS,CERUS CORPORATION,,Etats-Unis,NASDAQ,USD,-25.66,1.49,-7.61,-41.79,18.32,-14.42,8.03,0,0,0,0,16.58,3.14,0.00,0.00,6,6,0,0,,64965000.00,-7.59,14.82,3.42
SHMD,SCHMID GROUP N.V.,,Etats-Unis,NASDAQ,USD,73.83,-0.47,,61.17,160.41,-22.25,18.79,0,3,0,3,17.28,108.30,950.24,358.35,4,5,0,3,,-132165000.00,-106.21,-13.87,
SHLS,"SHOALS TECHNOLOGIES GROUP, INC.",,Etats-Unis,NASDAQ,USD,5.80,0.29,5.26,6.76,2.97,6.47,2.69,2,1,0,1,4.35,14.54,75.64,95.51,6,6,3,2,2.98,599973000.00,7.06,-1.40,1.51
GAUZ,GAUZY LTD.,,Etats-Unis,NASDAQ,USD,120.10,1.00,-24.48,82.14,33.74,-35.66,16.71,0,4,0,4,49.20,20.63,0.00,0.00,4,4,0,4,,48330000.00,-51.37,45.31,2.86
INV,INNVENTURE INC.,,Etats-Unis,NASDAQ,USD,-76.09,0.07,-13.35,35.62,152.06,-46.67,57.73,0,2,0,2,78.62,91.61,0.00,118.31,5,5,0,2,,483676000.00,-23120.14,35.67,1.24
MNKD,MANNKIND CORPORATION,,Etats-Unis,NASDAQ,USD,-9.03,-7.20,8.87,-7.07,11.03,12.70,12.93,1,3,1,3,49.20,26.89,67.28,140.89,6,6,1,3,4.21,-51022000.00,1.68,32.44,
IVVD,INVIVYD INC.,,Etats-Unis,NASDAQ,USD,-33.96,0.01,-53.27,-82.38,52.82,-133.11,112.91,0,0,0,0,79.84,47.09,0.00,0.00,2,5,0,0,,241540000.00,-98.25,,1.15
ABTC,"GRYPHON DIGITAL MINING, INC",,Etats-Unis,NASDAQ,USD,-18.23,0.28,0.11,15.92,38.49,-2.25,2.11,0,1,0,1,1.08,26.59,0.00,131.64,3,3,0,1,118.14,665819000.00,-82.72,68.80,1.87
SIBN,SI-BONE INC.,,Etats-Unis,NASDAQ,USD,-10.97,0.21,-20.35,-20.58,10.87,-32.78,13.22,0,0,0,0,14.67,14.51,0.00,0.00,6,6,0,0,,177532000.00,-9.41,20.28,1.34
IDN,"INTELLICHECK, INC.",,Etats-Unis,NASDAQ,USD,6.62,0.00,5.71,-3.32,9.13,-8.53,13.65,0,0,0,0,19.34,15.54,0.00,0.00,6,6,0,0,-8.89,20697000.00,5.62,9.49,1.18
MDB,MONGODB INC.,,Etats-Unis,NASDAQ,USD,-2.48,0.01,-11.32,-9.57,8.88,-17.04,5.30,0,1,0,1,4.34,50.25,0.00,100.11,6,6,0,1,,2952358000.00,-2.89,20.99,1.27
OMER,OMEROS CORPORATION,,Etats-Unis,NASDAQ,USD,2.21,-1.97,,162.89,227.24,,,,2,,2,,140.25,,233.50,0,5,,2,,-121231000.00,,,
NMIH,NMI HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,16.17,0.16,12.82,17.25,1.02,12.88,0.08,2,6,0,0,0.05,2.55,0.85,12.21,2,6,2,6,-0.06,2591986000.00,55.05,10.46,1.48
GENB,"GENERATE BIOMEDICINES, INC.",,Etats-Unis,NASDAQ,USD,42.14,-0.11,-104.90,41.92,0.32,-88.43,23.30,0,2,0,2,16.47,0.23,0.00,0.00,2,2,0,2,,-623197000.00,-699.10,55.89,
IOVA,"IOVANCE BIOTHERAPEUTICS, INC.",,Etats-Unis,NASDAQ,USD,-55.50,0.07,-63.13,-64.96,14.71,-78.90,21.11,0,0,0,0,32.19,16.80,0.00,0.00,3,6,0,0,,698583000.00,-148.38,1388.68,1.31
CDZI,CADIZ INC.,,Etats-Unis,NASDAQ,USD,-119.37,4.48,-17.51,-96.13,20.13,-17.30,0.45,0,1,0,1,0.94,188.01,0.00,373.15,6,6,0,1,,23256000.00,-209.35,186.24,6.06
SION,SIONNA THERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,-105.18,0.03,,-31.13,109.97,,,,1,,1,,29.25,,210.45,0,4,,1,,306833000.00,,,1.06
ARRY,ARRAY TECHNOLOGIES INC.,,Etats-Unis,NASDAQ,USD,-19.02,2.94,5.91,-15.31,40.13,8.66,4.14,2,1,1,1,7.69,51.36,112.10,301.43,6,6,2,1,7.08,260388000.00,-4.07,-9.75,5.58
FCEL,"FUELCELL ENERGY, INC.",,Etats-Unis,NASDAQ,USD,-26.24,0.20,-15.68,-20.53,6.00,-20.14,3.94,0,0,0,0,5.26,8.60,0.00,0.00,6,6,0,0,,731141000.00,-121.00,13.22,1.27
ZNTL,"ZENTALIS PHARMACEUTICALS, INC.",,Etats-Unis,NASDAQ,USD,-49.53,0.17,,-53.15,12.53,-65.40,,0,0,0,0,,12.40,,0.00,1,6,0,0,,216204000.00,,,1.34
NKLR,TERRA INNOVATUM GLOBAL N.V.,,Etats-Unis,NASDAQ,USD,-1152.56,0.00,,36952.13,64823.73,,,,2,,2,,1361.51,,101.03,0,3,,2,,-93590000.00,,,
KEEL,KEEL INFRASTRUCTURE CORP.,,Etats-Unis,NASDAQ,USD,-37.21,1.22,-12.45,-37.21,,-12.45,,0,0,0,0,,,,,1,1,0,0,,560375000.00,-90.94,,2.31
VNDA,VANDA PHARMACEUTICALS INC.,,Etats-Unis,NASDAQ,USD,-50.93,0.04,-49.84,-17.98,28.60,-21.32,24.99,1,0,0,0,28.89,30.00,474.46,835.98,6,6,1,0,,327186000.00,-102.02,5.92,1.49
SIGA,SIGA TECHNOLOGIES INC.,,Etats-Unis,NASDAQ,USD,11.23,0.00,17.23,25.67,13.19,46.09,26.46,6,5,5,4,29.00,14.85,81.41,75.42,6,6,6,6,-6.51,198821572.00,24.61,-17.78,1.10
ZNB,"COLOR STAR TECHNOLOGY CO., LTD.",,Etats-Unis,NASDAQ,USD,-205.51,0.18,-28.52,-144.41,53.92,-60.15,44.73,0,0,0,0,31.75,46.72,0.00,0.00,3,4,0,0,,23322124.00,-492.80,,1.54
DAVE,DAVE INC. CLASS A COMMON STOCK,,Etats-Unis,NASDAQ,USD,73.11,0.21,53.00,21.95,64.21,14.77,39.41,2,2,1,2,52.65,86.67,0.00,0.00,6,6,2,2,-0.25,352727000.00,35.34,46.25,1.38
ARDX,ARDELYX INC.,,Etats-Unis,NASDAQ,USD,-36.21,1.25,-15.88,-36.35,13.41,-25.43,18.44,0,0,0,0,54.42,52.67,0.00,0.00,6,6,0,0,,166949000.00,-15.12,80.91,3.00
AGPU,PREDICTIVE ONCOLOGY INC.,,Etats-Unis,NASDAQ,USD,-981.16,0.03,-107.09,2634.73,5113.64,-381.82,388.53,0,1,0,1,274.73,3615.89,0.00,115.70,2,2,0,1,,47716955.00,-186053.45,-92.28,1.11
TLS,TELOS CORPORATION,,Etats-Unis,NASDAQ,USD,-32.76,0.08,-26.30,-30.08,8.30,-34.21,8.57,0,0,0,0,6.38,4.85,14536.67,782.34,6,6,0,0,,95950000.00,-22.18,6.47,1.46
VCYT,VERACYTE INC.,,Etats-Unis,NASDAQ,USD,5.34,0.03,5.87,0.16,6.42,1.55,4.01,0,0,0,0,7.17,3.45,0.00,0.00,6,6,0,0,-4.77,1309576000.00,12.83,19.68,1.07
BBNX,BETA BIONICS INC.,,Etats-Unis,NASDAQ,USD,-346.51,0.03,-57.67,-99.48,213.93,-69.86,16.01,0,3,0,3,199.98,262.01,0.00,1009.95,4,4,0,3,,287610000.00,-73.02,189.10,1.14
SRTA,"BLADE AIR MOBILITY, INC.",,Etats-Unis,NASDAQ,USD,16.51,0.01,-10.85,2.11,20.37,-18.43,10.72,0,1,0,0,7.58,14.41,0.00,0.00,2,2,0,1,,279072000.00,20.97,-20.73,1.17
SUIG,"MILL CITY VENTURES III, LTD.",,Etats-Unis,NASDAQ,USD,-279.63,0.00,,-136.86,201.91,,,,0,,0,,142.77,,4831.47,0,2,,0,,169741679.00,,,1.12
NEWT,NEWTEKONE INC.,,Etats-Unis,NASDAQ,USD,17.44,2.07,,17.30,0.20,,,,3,,1,,8.10,,63.38,0,5,,3,,397570000.00,22.66,12.30,6.90
GRML,GREENLAND MINES LTD,,Etats-Unis,NASDAQ,USD,-198.18,0.00,,-358.52,226.76,,,,0,,0,,160.35,,0.00,0,2,,0,,9463476.00,,,1.01
ALOY,BLACKBOXSTOCKS INC.,,Etats-Unis,NASDAQ,USD,,-0.39,,,,,,,,,,,,,,0,0,,,,-5228000.00,,,
AQST,AQUESTIVE THERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,178.61,-1.26,-109.55,79.52,88.84,-105.75,20.43,0,5,0,5,24.89,48.33,0.00,93.92,6,6,0,5,,-33662000.00,-188.09,-6.16,
NEXN,NEXXEN INTERNATIONAL LTD.,,Etats-Unis,NASDAQ,USD,4.98,0.07,6.36,2.55,5.66,3.39,7.79,1,1,1,0,9.80,5.36,123.20,124.12,6,6,1,1,-7.23,474671000.00,6.87,4.82,1.59
MMED,"MINIMED GROUP, INC.",,Etats-Unis,NASDAQ,USD,-9.13,0.04,-3.25,-6.02,3.02,-1.33,1.98,0,0,0,0,1.80,3.29,564.29,0.00,3,3,0,0,,3611000000.00,-10.22,12.09,1.28
OABI,"OMNIAB, INC.",,Etats-Unis,NASDAQ,USD,-23.36,0.08,-21.92,-19.80,4.03,-21.54,0.92,0,0,0,0,6.62,7.13,0.00,0.00,6,6,0,0,,267027000.00,-347.04,-26.08,1.13
OBAI,"TG-17, INC.",,Etats-Unis,NASDAQ,USD,101.98,-0.71,,101.98,,,,,1,,1,,,,,0,1,,1,,-11274000.00,-105.79,,
SITM,SITIME CORPORATION,,Etats-Unis,NASDAQ,USD,-4.62,0.00,-12.83,-9.76,4.56,-20.33,6.50,1,0,0,0,9.97,4.90,266.37,252.87,6,6,1,0,,1156182000.00,-13.13,50.62,1.12
RCKT,ROCKET PHARMACEUTICALS INC.,,Etats-Unis,NASDAQ,USD,-60.27,0.09,,-54.81,5.16,,,,0,,0,,7.59,,0.00,0,6,,0,,277221000.00,,,1.19
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,-28.92,0.12,-49.72,-23.64,11.15,-46.98,7.25,0,0,0,0,22.40,24.64,1233.26,930.93,6,6,0,0,,213985000.00,-97.86,-34.72,1.27
HRMY,"HARMONY BIOSCIENCES HOLDINGS, INC.",,Etats-Unis,NASDAQ,USD,20.75,0.19,29.29,25.41,4.46,35.30,6.29,5,5,5,5,15.76,36.54,33.48,66.30,6,6,5,5,-2.93,870218000.00,18.27,22.15,1.46
NHP,"NATIONAL HEALTHCARE PROPERTIES, INC.",,Etats-Unis,NASDAQ,USD,-9.54,1.73,0.97,-9.54,,0.97,,0,0,0,0,,,,,1,1,0,0,47.19,604525000.00,-16.85,,2.83
STAA,STAAR SURGICAL COMPANY,,Etats-Unis,NASDAQ,USD,-21.70,0.11,-17.72,-6.98,13.90,-4.98,13.49,2,2,2,0,16.05,16.11,179.86,262.67,6,6,2,2,,344184000.00,-33.60,-13.82,1.31
SPWR,SUNPOWER INC.,,Etats-Unis,NASDAQ,USD,48.33,-2.07,-23.24,0.20,97.94,-69.30,90.75,0,3,0,3,97.19,85.90,0.00,196.92,6,6,0,4,,-90144000.00,-15.12,85.04,
ASTL,ALGOMA STEEL GROUP INC.,,Etats-Unis,NASDAQ,USD,-98.81,1.76,-30.94,-24.03,65.06,-3.01,24.69,2,2,1,1,22.66,57.62,135.38,201.17,6,6,2,2,,491100000.00,-47.22,-13.36,4.31
GCMG,GCM GROSVENOR INC.,,Etats-Unis,NASDAQ,USD,765.86,3.77,25.68,252.67,445.62,13.47,12.91,4,2,2,2,17.12,684.55,100.12,227.62,6,6,4,2,1.59,127432000.00,25.12,11.86,6.39
HROW,HARROW INC.,,Etats-Unis,NASDAQ,USD,-8.47,4.84,12.28,-27.83,20.91,5.63,6.01,1,0,0,0,1.71,40.09,84.96,0.00,6,6,1,0,3.48,52091000.00,-1.89,44.62,7.67
VCEL,VERICEL CORPORATION,,Etats-Unis,NASDAQ,USD,5.11,0.27,1.14,2.53,3.55,-1.51,3.16,0,0,0,0,5.23,6.35,1004.80,532.39,6,6,0,0,-3.72,354640000.00,5.98,18.27,1.38
SGMT,SAGIMET BIOSCIENCES INC.,,Etats-Unis,NASDAQ,USD,-38.20,0.00,,-5.66,55.26,-84.70,,0,3,0,1,,40.94,,165.70,1,6,0,3,,111381000.00,,,1.05
IMRX,IMMUNEERING CORPORATION,,Etats-Unis,NASDAQ,USD,-43.12,0.02,,-63.00,26.07,,,0,1,0,1,13.54,26.82,0.00,222.04,3,6,0,1,,218483968.00,,,1.06
AGNT,EXP WORLD HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,-9.36,0.00,-7.52,-9.36,,-7.52,,0,0,0,0,,,,,1,1,0,0,,242779000.00,-0.48,,1.82
IESC,IES HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,40.50,0.10,38.40,35.92,7.81,31.39,10.29,5,5,2,4,6.26,9.69,53.27,49.59,6,6,5,6,-0.37,887962000.00,9.25,19.09,1.80
NUAI,"NEW ERA ENERGY & DIGITAL, INC.",,Etats-Unis,NASDAQ,USD,1270.29,0.00,-186.00,971.49,422.57,-263.41,109.47,0,2,0,2,77.41,298.80,0.00,0.00,2,2,0,2,,-2609297.00,-3341.52,66.18,
LAND,GLADSTONE LAND CORPORATION,,Etats-Unis,NASDAQ,USD,1.99,0.71,1.49,1.96,0.06,1.71,0.19,0,0,0,0,0.24,0.74,25.87,44.96,6,6,0,0,18.19,670286000.00,15.31,-1.15,1.85
NRIX,NURIX THERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,-49.63,0.10,-77.82,-53.32,3.74,-79.55,1.80,0,0,0,0,4.22,4.28,0.00,0.00,6,6,0,0,,538747000.00,-314.90,4.44,1.28
LXEO,LEXEO THERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,-55.00,0.03,,-7665.15,13154.87,,,0,3,0,3,9.81,13199.97,0.00,13901.38,3,6,0,3,,246669000.00,,,1.09
PRME,PRIME MEDICINE INC.,,Etats-Unis,NASDAQ,USD,-146.81,0.96,-110.56,-123.96,31.37,-130.67,28.43,0,0,0,0,40.21,32.07,0.00,0.00,3,6,0,0,,120868000.00,-4342.44,,2.84
SPCX,SPACE EXPLORATION TECHNOLOGIES CORP. CLASS A,,Etats-Unis,NASDAQ,USD,-14.71,0.56,-6.50,-5.82,12.57,-2.64,5.45,0,0,0,0,3.86,8.89,637.19,579.15,2,2,0,0,,41325000000.00,-26.44,33.24,2.23
BTQ,BTQ TECHNOLOGIES CORP.,,Etats-Unis,NASDAQ,USD,-124.43,0.00,-191.99,-100.49,33.86,-150.12,59.21,0,0,0,0,41.87,23.94,0.00,0.00,2,2,0,0,,31610006.00,-7799.08,-52.68,1.07
SMMT,SUMMIT THERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,-206.10,0.03,,-300.94,266.46,,,0,0,0,0,55.92,294.89,0.00,0.00,3,6,0,0,,658860000.00,,,1.14
BCAX,BICARA THERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,-30.88,0.00,,-9.50,44.82,,,,2,,2,,39.21,,194.36,0,4,,2,,401452000.00,,,1.07
NRDS,NERDWALLET INC.,,Etats-Unis,NASDAQ,USD,13.19,0.04,13.71,6.06,8.49,4.94,7.62,1,1,0,0,6.61,15.83,2444.19,489.70,6,6,1,1,-1.31,374500000.00,5.82,18.14,1.23
CAST,"FREECAST, INC.",,Etats-Unis,NASDAQ,USD,,,,,,,,,,,,,,,,,,,,,,,,
VMET,VERSAMET ROYALTIES CORPORATION,,Etats-Unis,NASDAQ,USD,9.13,0.73,1.20,3.99,7.28,-0.15,1.91,0,0,0,0,1.35,5.15,0.00,0.00,2,2,0,0,28.66,233958000.00,58.49,189.08,1.79
EVER,EVERQUOTE INC.,,Etats-Unis,NASDAQ,USD,53.19,0.01,49.75,9.50,56.61,19.42,44.75,2,2,2,2,8.45,20.08,0.00,0.00,6,6,2,2,-2.54,238040000.00,14.34,55.09,1.37
BAER,"BRIDGER AEROSPACE GROUP HOLDINGS, INC.",,Etats-Unis,NASDAQ,USD,7.01,3.79,4.70,-60.97,81.41,-5.46,15.16,0,0,0,0,19.32,80.57,2238.32,0.00,5,6,0,0,11.82,64666000.00,3.37,35.69,5.11
FRNM,"FREENOME, INC.",,Etats-Unis,NASDAQ,USD,18.92,-0.25,-64.86,22.47,5.01,-75.16,14.57,0,2,0,1,10.30,3.55,0.00,27.26,2,2,0,2,,-1263136000.00,-721.31,955.14,
TRVI,TREVI THERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,-30.23,0.00,,-37.80,12.81,,,,0,,0,,72.19,,0.00,0,6,,0,,183244000.00,,,1.06
SUPN,SUPERNUS PHARMACEUTICALS INC.,,Etats-Unis,NASDAQ,USD,-3.68,0.04,-5.89,1.34,5.71,0.51,6.53,1,1,0,0,5.95,7.32,142.44,121.60,6,6,1,1,,1061714000.00,-5.36,8.79,1.37
SYM,SYMBOTIC INC. CLASS A,,Etats-Unis,NASDAQ,USD,-20.85,0.00,-22.41,-230.80,344.04,-194.51,266.45,0,3,0,1,217.42,360.93,0.00,2456.79,5,6,0,3,,483213000.00,-4.05,38.17,4.97
BRUN,BOOST RUN INC. CLASS A COMMON STOCK,,Etats-Unis,NASDAQ,USD,-208.25,5.66,-34.98,-105.74,144.97,-17.78,24.32,0,0,0,0,17.19,102.51,0.00,0.00,2,2,0,0,,8136000.00,-60.53,238.84,9.52
STIM,NEURONETICS INC.,,Etats-Unis,NASDAQ,USD,-134.81,3.44,-24.82,-111.17,39.03,-35.84,11.16,0,0,0,0,3.81,40.05,0.00,0.00,6,6,0,0,,26240000.00,-26.23,44.59,5.39
PDYN,PALLADYNE AI CORP,,Etats-Unis,NASDAQ,USD,30.82,0.14,-71.56,-185.62,252.45,-91.39,27.30,0,1,0,1,21.36,224.70,0.00,0.00,6,6,0,1,,74675000.00,191.36,-7.61,1.28
BRR,COLUMBUS CIRCLE CAPITAL CORP I,,Etats-Unis,NASDAQ,USD,,0.52,,,,,,,,,,,,,,0,0,,,,420176675.00,,,1.52
LGN,LEGENCE CORP.,,Etats-Unis,NASDAQ,USD,-15.58,1.47,3.51,-3.51,17.07,3.36,0.21,0,0,0,0,0.15,12.07,0.00,282.01,2,2,0,0,10.02,788795000.00,-3.03,21.53,3.40
PRCT,PROCEPT BIOROBOTICS CORPORATION,,Etats-Unis,NASDAQ,USD,-24.89,0.21,-37.55,-31.99,10.72,-43.60,9.88,0,1,0,1,15.03,63.98,0.00,590.41,6,6,0,1,,365870000.00,-31.02,50.40,1.39
PFSA,"PROFUSA, INC.",,Etats-Unis,NASDAQ,USD,49.12,-0.56,,22.32,23.22,,,,3,,2,,3.51,,63.48,0,5,,3,,-26658000.00,,,
AAOI,"APPLIED OPTOELECTRONICS, INC.",,Etats-Unis,NASDAQ,USD,-7.94,0.34,-6.74,-40.04,39.48,-11.05,4.91,0,0,0,0,3.71,34.61,0.00,0.00,6,6,0,0,,733918000.00,-8.39,44.70,1.59
CYCU,CYCURION INC.,,Etats-Unis,NASDAQ,USD,-222.48,0.51,-47.66,-80.07,127.41,-11.13,32.10,1,1,0,1,33.99,132.08,478.55,1061.87,4,4,1,1,,16243466.00,-158.98,-11.56,2.06
TTD,"THE TRADE DESK, INC. CLASS A",,Etats-Unis,NASDAQ,USD,16.32,0.18,22.36,13.35,4.35,17.42,5.77,3,3,1,1,4.67,6.62,57.19,87.75,6,6,5,4,-2.59,2484391000.00,15.31,21.99,2.48
BITF,BITFARMS LTD.,,Etats-Unis,NASDAQ,USD,-35.69,1.22,-14.72,-28.50,14.34,-22.05,6.72,1,0,1,0,9.35,41.38,189.17,583.76,6,6,1,1,,560375000.00,-90.94,25.16,2.31
MDLN,MEDLINE INC.,,Etats-Unis,NASDAQ,USD,6.46,0.65,5.41,6.46,,5.41,,0,0,0,0,,,,,1,1,0,0,4.83,19286000000.00,4.07,,2.00
EYPT,EYEPOINT PHARMACEUTICALS INC.,,Etats-Unis,NASDAQ,USD,-72.19,0.07,-109.95,-51.55,18.01,-79.29,28.06,0,0,0,0,25.38,104.08,0.00,0.00,6,6,0,0,,306113000.00,-739.42,-17.43,1.19
NTLA,INTELLIA THERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,-53.48,0.14,-75.63,-49.86,6.73,-72.08,6.27,0,0,0,0,13.61,9.68,0.00,0.00,6,6,0,0,,671394000.00,-609.85,36.58,1.25
IPXX,"USA RARE EARTH, INC.",,Etats-Unis,NASDAQ,USD,,0.00,,,,,,,,,,,,,,0,0,,,,246061192.00,,,1.05
FIVN,FIVE9 INC.,,Etats-Unis,NASDAQ,USD,5.60,1.02,-0.13,-5.30,12.72,-8.24,7.67,0,0,0,0,4.49,11.41,0.00,0.00,6,6,0,0,-4.29,785817000.00,3.43,12.34,2.28
ATAI,ATAIBECKLEY INC.,,Etats-Unis,NASDAQ,USD,-389.98,0.01,-79.45,-163.45,198.93,-72.33,6.42,0,0,0,0,6.59,191.04,0.00,0.00,5,6,0,0,,222001000.00,-16144.46,260.86,1.32
SOUN,SOUNDHOUND AI INC.,,Etats-Unis,NASDAQ,USD,-4.33,0.01,-44.14,593.76,1330.46,-76.55,48.28,0,4,0,4,199.17,205.77,0.00,115.71,6,6,0,4,,463786000.00,-8.29,91.89,1.48
HYPR,HYPERFINE INC.,,Etats-Unis,NASDAQ,USD,-79.01,0.01,-121.34,-60.85,18.25,-98.69,23.78,0,1,0,1,30.43,32.24,0.00,370.05,6,6,0,1,,41005000.00,-262.29,10.88,1.35
NVTS,NAVITAS SEMICONDUCTOR CORPORATION,,Etats-Unis,NASDAQ,USD,-29.55,0.01,-26.64,-30.30,7.49,-30.79,3.76,0,3,0,3,20.97,32.43,0.00,100.86,6,6,0,3,,443661000.00,-254.71,-23.98,1.13
BLDP,BALLARD POWER SYSTEMS INC COMMON STOCK,,Etats-Unis,NASDAQ,USD,-14.40,0.04,-18.00,-23.30,13.61,-22.22,4.43,0,0,0,0,6.03,14.38,0.00,0.00,6,6,0,0,,589930000.00,-91.49,-1.48,1.16
NNOX,NANO-X IMAGING LTD.,,Etats-Unis,NASDAQ,USD,-45.62,0.06,-42.96,-34.31,9.83,-37.19,5.13,0,0,0,0,5.50,13.41,0.00,0.00,5,6,0,0,,139732000.00,-576.13,14.66,1.16
VITL,VITAL FARMS INC.,,Etats-Unis,NASDAQ,USD,21.36,0.15,26.69,19.68,4.51,28.67,6.60,4,3,3,2,14.81,7.89,102.60,87.34,6,6,4,3,-0.68,351260000.00,8.73,26.87,1.48
CDNA,CAREDX INC.,,Etats-Unis,NASDAQ,USD,-6.27,0.09,-13.93,-14.94,36.49,-27.34,13.21,0,1,0,0,13.31,27.97,0.00,138.16,6,6,0,1,,303101000.00,-5.62,16.40,1.36
STEX,"BIOSIG TECHNOLOGIES, INC.",,Etats-Unis,NASDAQ,USD,-701.65,0.29,,12.71,1010.26,,,,1,,1,,714.36,,196.50,0,2,,1,,133328000.00,,,1.41
CDNL,CARDINAL INFRASTRUCTURE GROUP INC. CLASS A COMMON STOCK,,Etats-Unis,NASDAQ,USD,22.28,0.98,21.64,22.28,,21.64,,1,1,1,1,,,,,1,1,1,1,-1.42,139537823.00,6.82,,2.83
HELP,CYBIN INC.,,Etats-Unis,NASDAQ,USD,-63.11,0.00,,-55.40,10.90,,,,0,,0,,7.70,,0.00,0,2,,0,,231789000.00,,,1.08
BIGC,BIGCOMMERCE HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,-91.78,6.61,-17.70,-141.85,45.81,-26.03,8.32,0,2,0,1,65.31,83.24,0.00,198.04,6,6,0,2,,33369000.00,-8.12,9.22,10.20
VTIX,VIRTUIX HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,-1490.57,3.06,-183.26,177.14,2358.50,-328.10,204.84,0,1,0,1,144.84,1667.71,0.00,180.80,2,2,0,1,,3048103.00,-395.03,18.44,4.84
MBUU,MALIBU BOATS INC.,,Etats-Unis,NASDAQ,USD,0.33,0.32,0.36,-2.20,6.72,2.94,2.58,3,3,2,2,9.72,14.29,98.78,126.85,6,6,3,3,6.80,528426000.00,0.19,5.03,1.89
VWAV,VISIONWAVE HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,111.03,-0.50,,111.03,,,,,1,,1,,,,,0,1,,1,,-11795447.00,,,
GCT,GIGACLOUD TECHNOLOGY INC CLASS A ORDINARY SHARES,,Etats-Unis,NASDAQ,USD,30.83,0.97,19.07,35.25,4.04,24.98,8.45,6,6,5,5,7.87,11.36,76.25,65.39,6,6,6,6,0.37,485799000.00,10.65,35.38,2.48
GEMI,"GEMINI SPACE STATION, INC.",,Etats-Unis,NASDAQ,USD,458.03,1.22,-48.65,176.56,244.15,-51.86,21.63,0,3,0,3,26.27,27.59,0.00,55.60,3,3,0,3,,540873000.00,-324.56,35.27,3.33
ODD,ODDITY TECH LTD.,,Etats-Unis,NASDAQ,USD,32.63,1.53,22.11,32.75,3.10,32.52,9.02,6,6,6,6,8.21,4.28,48.06,9.11,6,6,6,6,-1.75,396495000.00,13.67,26.18,2.87
CCLD,CARECLOUD INC.,,Etats-Unis,NASDAQ,USD,19.76,0.07,17.98,-10.32,49.87,10.15,12.50,2,2,0,0,8.20,42.25,205.45,1347.79,6,6,2,2,-0.17,59506000.00,8.96,1.46,1.47
